,attachments,author_id,conversation_id,created_at,edit_history_tweet_ids,id,in_reply_to_user_id,text,origen,geo
79,{'media_keys': ['7_1591042206353264640']},1548042807293538304,1591042270312087552,2022-11-11 12:16:52+00:00,['1591042270312087552'],1591042270312087552,,"¡Buenos días! Estos son los Indicadores económicos para hoy 11 de Noviembre

#colombia #dolar #indicadores #acciones #econonomia #finanzas #bogota #manizales #huila #Neiva https://t.co/8pjyQYIh7z",dolar,
80,,123879040,1591042153282555909,2022-11-11 12:16:24+00:00,['1591042153282555909'],1591042153282555909,,"CHILE #cotización promedio 11-11-22 en pesos chilenos: 
💵 #Dolar $921 
💶 #Euro $936 
https://t.co/H2or5aDVhN",dolar,
81,,1115012822935773184,1591041993396097025,2022-11-11 12:15:46+00:00,['1591041993396097025'],1591041993396097025,,"Nuevo día nuevos precios. Dolar a 292.0

#dolar #Argentina",dolar,
82,,1203392606656487424,1591041731252080642,2022-11-11 12:14:43+00:00,['1591041731252080642'],1591041731252080642,,"https://t.co/mUJpdHnA7m Los PoliBrujas, cortos para narrar el abuso policial en Venezuela. SUSCRIBE para subir más contenido real
#Venezuela #11Nov #Lluvias #Gasolina #Corpoelec #Dolar #Agua #IVSS #CICPC #Video #Anime #Politica #Corruption Plan Vuelta a La Patria Jorge Rodríguez",dolar,
83,,1115012822935773184,1590844426993401859,2022-11-11 12:14:43+00:00,['1591041730723422209'],1591041730723422209,149991703.0,"@alferdez ¿Sabías que?
El truco para saber si el dolar va a subir o bajar consiste en fijarte en qué pais estas
Si estás en Argentina, va a subir

#dolar #argentina",dolar,
84,,202243641,1591041727971803137,2022-11-11 12:14:42+00:00,['1591041727971803137'],1591041727971803137,,¡Estudio contable Moyental está disponible! https://t.co/fhTeIy1pr0 #diadelalealtad #dólar,dolar,
85,,1203392606656487424,1591041671713947650,2022-11-11 12:14:29+00:00,['1591041671713947650'],1591041671713947650,,"https://t.co/G3iNRJ1gUS Los PoliBrujas, cortos para narrar el abuso policial en Venezuela. SUSCRIBE para subir más contenido real
#Venezuela #11Nov #Lluvias #Gasolina #Corpoelec #Dolar #Agua #IVSS #CICPC #Video #Anime #Politica #Corruption Plan Vuelta a La Patria Jorge Rodríguez",dolar,
86,,123879040,1591041149644734465,2022-11-11 12:12:24+00:00,['1591041149644734465'],1591041149644734465,,"URUGUAY #cotización promedio 11-11-22 en pesos uruguayos: 
💵 #Dolar $41.30 
💶 #Euro $42.64 
#Real $9.04 
https://t.co/hm6gF8pofq",dolar,
87,{'media_keys': ['3_1591041130308714497']},1120075057,1591041132078985219,2022-11-11 12:12:20+00:00,['1591041132078985219'],1591041132078985219,,"#Nubox | Indicadores Económicos diarios correspondiente al 11 de noviembre 2022 by @bcentralchile. 

Toma nota ✍️

#UF #dólar #euro #pymes #bancocentral https://t.co/GdIMaKzgaF",dolar,
88,,173963390,1591039581972926464,2022-11-11 12:06:11+00:00,['1591039581972926464'],1591039581972926464,,"No se si taaaaan obvio, pero esperable. Un fortalecimiento global del #dolar solo traccionado por diferencial de #tasas, si se espera que la #FED modere sus movimientos alcistas dado el último dato de #inflación, se desarman posiciones. https://t.co/8gKtvkry0k",dolar,
89,,1362796718,1591038645728907264,2022-11-11 12:02:27+00:00,['1591038645728907264'],1591038645728907264,,"""Quiénes son los expertos que preparan los planes de gobierno de Juntos por el Cambio - infobae"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/nnoqn7lEHW",dolar,
90,,1362796718,1591038644613439489,2022-11-11 12:02:27+00:00,['1591038644613439489'],1591038644613439489,,"""Rusia lo hizo: Europeos vienen por el gas de Vaca Muerta - Urgente 24"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/8vl7LcxB4e",dolar,
91,,1362796718,1591038643413688322,2022-11-11 12:02:27+00:00,['1591038643413688322'],1591038643413688322,,"""Wall Street voló por un índice y aquí el canje llegó al 61% - El Economista"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/QMDvr3jnsQ",dolar,
92,,1362796718,1591038642281238529,2022-11-11 12:02:27+00:00,['1591038642281238529'],1591038642281238529,,"""La nueva Toyota Hilux Conquest se vende en Mendoza con este precio - Sitio Andino"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/tZYA3R7cWS",dolar,
93,,1362796718,1591038641127976960,2022-11-11 12:02:26+00:00,['1591038641127976960'],1591038641127976960,,"""De la mano de los usados, crecen los préstamos prendarios - Diario Río Negro"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/tS7XNkJdH4",dolar,
94,,1362796718,1591038639756410880,2022-11-11 12:02:26+00:00,['1591038639756410880'],1591038639756410880,,"""Datos personales: detalles del innovador y polémico proyecto que presentó el Gobierno - El Cronista"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/OiPrnroGYN",dolar,
95,,1362796718,1591038638502326273,2022-11-11 12:02:26+00:00,['1591038638502326273'],1591038638502326273,,"""Argentina propone una mujer como candidata para el BID - Diario El Dia"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/7zamlsqYAN",dolar,
96,,1362796718,1591038637273219076,2022-11-11 12:02:25+00:00,['1591038637273219076'],1591038637273219076,,"""DÓLAR: por qué el mercado prevé una mayor devaluación del peso - https://t.co/4mws9rrWQk"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/tNy39wat0X",dolar,
97,,1362796718,1591038636220358659,2022-11-11 12:02:25+00:00,['1591038636220358659'],1591038636220358659,,"""Inflación: Sergio Massa lanza el nuevo acuerdo de precios y los empresarios esperan que se liberen dólares pa... | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/G5DlhCmi3r",dolar,
98,,1362796718,1591038634937188352,2022-11-11 12:02:25+00:00,['1591038634937188352'],1591038634937188352,,"""Todos los detalles de Precios Justos, el nuevo programa de congelamiento que promovió Sergio Massa - Vía País"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/1VNCTMW4L0",dolar,
99,{'media_keys': ['3_1591038596001284096']},1381776255243145226,1591038600052969472,2022-11-11 12:02:16+00:00,['1591038600052969472'],1591038600052969472,,"Un #país reconoce a los #NFT como propiedad tras una #demanda #comercial

https://t.co/eOAkphWy9l

#b2bfinances #finanzas #España #academia #noticias #bolsa #traiding #México #Venezuela #chile #panama #oro #stamp #etf #cursos #forex #Crypto #Colombia #dinero #dolar #euro #israel https://t.co/R1lZH0zbS4",dolar,
0,,89589379,1591077162874208256,2022-11-11 14:35:31+00:00,['1591077162874208256'],1591077162874208256,,"La #inflación estuvo un poco por debajo de lo previsto, y luego salieron los cohetes: el mejor aumento porcentual de un día para el S&amp;P 500 desde el 6 de abril de 2020, y el mejor aumento porcentual de un día para el Nasdaq Composi…https://t.co/xb9DxdTKeo https://t.co/KsPOk0hUWk",inflacion,
1,{'media_keys': ['3_1591076922750017537']},274218280,1591076991834406913,2022-11-11 14:34:50+00:00,['1591076991834406913'],1591076991834406913,,"Vía @ElFinanciero_Mx:

-Sube Banxico tasa; ven menos duro su mensaje.
- #Inflación en #EU desacelera y dispara 'rally' en #WallStreet.
-#YoSiVoyALaMarcha por el INE será de las 'más numerosas': Creel. 
👇 https://t.co/Em7wNvBDMF",inflacion,
2,{'media_keys': ['3_1591076276055457793']},234088034,1591076279511842818,2022-11-11 14:32:00+00:00,['1591076279511842818'],1591076279511842818,,#WallStreet se pinta de verde tras dato de #inflación de #EstadosUnidos | https://t.co/YV9218tkqD https://t.co/tmNt99Rg0a,inflacion,
3,{'media_keys': ['3_1591030153198665729']},270329897,1591075779365904384,2022-11-11 14:30:01+00:00,['1591075779365904384'],1591075779365904384,,"Según señala el Banco Central Europeo (@ecb ) en su boletín económico mensual, la #inflación se mantendrá por encima del objetivo del 2% durante un período prolongado 👉 https://t.co/zVONjlRqpp
#Economía #Eurozona #IPC https://t.co/DzkgySO6OK",inflacion,
4,{'media_keys': ['3_1591073435060273153']},23377748,1591075777931608065,2022-11-11 14:30:00+00:00,['1591075777931608065'],1591075777931608065,,"El #dólar en #México cotiza en $18.55 pesos la compra y a $19.29 pesos la venta.

Baja ampliando las pérdidas del día anterior después de que la #inflación de #EU fuera menor de lo esperado, lo que disminuye la probabilidad de que la Fed suba la tasa de interés de forma agresiva. https://t.co/6fAFx3Toon",inflacion,
5,{'media_keys': ['3_1577679443073671169']},1550525846158467072,1591075777034035200,2022-11-11 14:30:00+00:00,['1591075777034035200'],1591075777034035200,,Súmate a nuestro canal de Telegram desde https://t.co/vuSgu7LSd9 para recibir la cotización del Dólar en tu celular! #inflación #dolarlibre #blue #oficial #dólar #dolarmep #dolarblue #argentina #ahorro #devaluación #inversión #bolsa #CCL #mep https://t.co/1raJKa1Dxe,inflacion,
6,,137612440,1591075687905259520,2022-11-11 14:29:39+00:00,['1591075687905259520'],1591075687905259520,,"Sigue #Banxico los pasos de la Fed y lleva su tasa de referencia a 10%   

Especialistas prevén que termine 2022 en 10.50 y alcance 10.75 en el primer trimestre de 2023
#inflación
https://t.co/e2flIzf8U1",inflacion,
7,,187575776,1590759805752209408,2022-11-11 14:28:36+00:00,['1591075424200949761'],1591075424200949761,7.483348289788396e+17,"@alferdezprensa @alferdez @EmmanuelMacron La guerra contra la #Inflacion la perdiste, no creo puedas ganar esta que implica armamento, militares, etc.",inflacion,
8,{'media_keys': ['3_1591068099264102400']},30794597,1591075230394482692,2022-11-11 14:27:50+00:00,['1591075230394482692'],1591075230394482692,,"📣 Resultados de la encuesta de expectativas económicas IMEF en noviembre 2022

➡️ https://t.co/zXJHOByHZ7

#PIB #Inflación #Tipodecambio #Economía #IndicadoresEconómicos #Finanzas https://t.co/CEN8zh5MxB",inflacion,
9,,1240367080232439811,1591074528087736320,2022-11-11 14:25:02+00:00,['1591074528087736320'],1591074528087736320,,"#PIB de UK se publica mejor a lo esperado y trae cierta calma. La economía británica se contrajo un -0,2% un mejor número a lo esperado en los tres meses hasta septiembre.

https://t.co/LdayzqaAAE 

#Inflacion #BOE #GBP #GBPUSD #FTSE #StockMarket #trading #traders",inflacion,
10,,315416006,1591074031113240576,2022-11-11 14:23:05+00:00,['1591074037358559233'],1591074037358559233,315416006.0,"💭 ¿Cómo te afectaron estos aumentos?

📲 Para más información visitá nuestro sitio web: https://t.co/hOEeKT9HOK

#IBP #precios #CBA #CBT #economia #inflacion #aumentos #alimentos",inflacion,
11,,1550525846158467072,1591073520691605504,2022-11-11 14:21:02+00:00,['1591073520691605504'],1591073520691605504,,"Cotización MEP 298,59

Operá desde https://t.co/WuSDVX0WB3

#usd #Dolar #dolarmep #dolarblue #argentina #ahorro #bolsa #inversiones #devaluacion #inflacion #dolarbolsa #mep",inflacion,
12,"{'media_keys': ['3_1591073277438484482', '3_1591073277732175872', '3_1591073277765632001', '3_1591073278017290240']}",27177508,1591073287760936960,2022-11-11 14:20:07+00:00,['1591073287760936960'],1591073287760936960,,"El aumento a la Tasa de referencia anunciado ayer por el 
@Banxico es el foco de atención; sin embargo, no hay que perder de vista en el descenso de la #Inflación en varias economías. Infórmense en las #PrimerasPlanas de hoy. 📰 https://t.co/MvRieA65KQ",inflacion,
13,,88537980,1591073258975043586,2022-11-11 14:20:00+00:00,['1591073258975043586'],1591073258975043586,,"🇻🇪 | La inflación en Venezuela podría llegar al 200% al finalizar el año, según expertos.

Conoce todo aquí ⬇️:
https://t.co/GE92SaHj8R

#Venezuela #Inflación #Economía",inflacion,
14,,632210837,1591072931136036866,2022-11-11 14:18:44+00:00,['1591072939331375104'],1591072939331375104,632210837.0,"#Inflación #Costos #Transporte Ricardo Squartini, presidente de #Aprocam ""Para el mes de noviembre, teniendo en cuenta el aumento de sueldo, estimamos que el costo del sector rondará el 9.5% y octubre dio el 5.52%"". #HoyPorHoy",inflacion,
15,,632210837,1591072931136036866,2022-11-11 14:18:43+00:00,['1591072936555089922'],1591072936555089922,632210837.0,"#Inflación #Costos #Transporte Ricardo Squartini, presidente de #Aprocam ""Nos afecta aumento de combustible, neumáticos, lubricantes, material rodante, costo financiero"". #HoyPorHoy",inflacion,
16,,632210837,1591072931136036866,2022-11-11 14:18:42+00:00,['1591072933824561152'],1591072933824561152,632210837.0,"#Inflación #Costos #Transporte Ricardo Squartini, presidente de #Aprocam ""Hasta el mes de octubre no estaba incluido el aumento de paritarias, viene ahora con el 27%"". #HoyPorHoy",inflacion,
17,,632210837,1591072931136036866,2022-11-11 14:18:42+00:00,['1591072931136036866'],1591072931136036866,,"#Inflación #Costos #Transporte Hablamos con Ricardo Squartini, presidente de #Aprocam, Asociación de Propietarios de Camiones. #HoyPorHoy",inflacion,
18,{'media_keys': ['3_1591072656383672320']},54070658,1591072658988437505,2022-11-11 14:17:37+00:00,['1591072658988437505'],1591072658988437505,,"La #inflación general baja en octubre. Anticipando q la inflación en 🇲🇽 haya ya pasado su máximo.

Lo preocupante es q la inflación #subyacente o estable siga subiendo y sin visos d moderación.
📈
El problema inflacionario en #México no ha acabado. Las tasas seguirán subiendo.
📈 https://t.co/1svFr12UBV",inflacion,
19,,1576629207379083264,1591072046942920712,2022-11-11 14:15:11+00:00,['1591072046942920712'],1591072046942920712,,#Banxico se saca un 10… por ciento para la tasa de interés y establece nuevo récord https://t.co/rAWuG2ItpJ #economía #inflación #tasadeinterés,inflacion,
20,{'media_keys': ['16_1591071638707126272']},561376286,1591071649834889216,2022-11-11 14:13:36+00:00,['1591071649834889216'],1591071649834889216,,"#Inflación | Cuando hablamos de inflación, hay dos formas de analizar la incidencia anual:
1. Por Clasificación del Consumo Individual por Finalidades (CCIF) y
2. Desagregando los componentes del índice Nacional de Precios del Consumidor (INPC) 
🧵(1/6) https://t.co/evhatAufWt",inflacion,
21,{'media_keys': ['3_1591070938585567232']},939314041402658816,1591070945229565952,2022-11-11 14:10:48+00:00,['1591070945229565952'],1591070945229565952,,"Las 7 claves de ""Precios Justos"" #Economia #inflacion En: https://t.co/R2K1QnoneR https://t.co/mjafX0U2Hx",inflacion,
22,,3739600212,1591070301382901766,2022-11-11 14:08:15+00:00,['1591070301382901766'],1591070301382901766,,"IMEFOficial: 📣 Resultados de la encuesta de expectativas económicas IMEF en noviembre 2022

➡️ https://t.co/CUfecCUc10

#PIB #Inflación #Tipodecambio #Economía #IndicadoresEconómicos #Finanzas https://t.co/RH4f41zp3Z",inflacion,
23,,4175713030,1590851840501252096,2022-11-11 14:07:09+00:00,['1591070026878005248'],1591070026878005248,27515656.0,"@juancabandie #Inflacion 100% Ajustazo de Massa, hablen de cosas que nos importan! Basta de circo!",inflacion,
24,{'media_keys': ['3_1591069954559844353']},1163181943657246722,1591069956472328192,2022-11-11 14:06:52+00:00,['1591069956472328192'],1591069956472328192,,"💰| #HTeconomia | Países pobres consumen solo alimentos básicos por la inflación, advierte FAO.

Más información ▶️ https://t.co/pnLeWvzBjC

#htnoticias  #alimentos #Economia #FAO #Inflacion #pobres https://t.co/QgQO7hFm3C",inflacion,
25,{'media_keys': ['3_1591068706997682176']},348004570,1591069554788429825,2022-11-11 14:05:17+00:00,['1591069554788429825'],1591069554788429825,,"▶️ #Economía

Los sueldos quedaron apenas por encima de la #inflación del mes, pero siguen por debajo del aumento del costo de vida en 2022.

👉 https://t.co/5u1iRkDCo8

#SomosPymes #PyMES #Salarios #Septiembre2022 #INDEC #SectorPúblico #Privados #NoRegistrados #EconomíaArgentina https://t.co/QSMjssARAB",inflacion,
26,,230123496,1591068722546057219,2022-11-11 14:01:58+00:00,['1591068722546057219'],1591068722546057219,,"🔵 Carlos Torres Vila, presidente de @bbva, ha indicado que ""la #inflación es la clave y de eso dependerá la política monetaria del @ecb"" en el encuentro organizado por @AlumniDBA, donde se ha abordado el contexto económico y los retos de la #economía. ⬇ https://t.co/32SKSVCIrM",inflacion,
27,,851307269337829376,1591068655462252565,2022-11-11 14:01:42+00:00,['1591068655462252565'],1591068655462252565,,"🚫 #CABA En el Presupuesto aprobado de la Ciudad para el 2023, las #Patentes y el #ABL se seguirán ajustando por #inflación. Para tus oblig sí aplican esta referencia. Para actualizar la devolución de impuestos, retenciones, percepciones y pagos a cuenta entre otras, no ‼️",inflacion,
28,,865220804077858817,1591068390340313089,2022-11-11 14:00:39+00:00,['1591068390340313089'],1591068390340313089,,#AnálisisdelaSemana de #MasContainer con la #inestabilidad #política y la #inflación #general que seguirán afectando el #gasto #general de los #consumidores por al menos todo el próximo año  https://t.co/XH92ZvLNOA,inflacion,
29,{'media_keys': ['3_1591027229814841344']},270329897,1591068234178076673,2022-11-11 14:00:02+00:00,['1591068234178076673'],1591068234178076673,,"El @BancoDeEspana  advierte de que la probabilidad de recesión ha aumentado.El organismo achaca este hecho al crecimiento de la #inflación y al endurecimiento de las condiciones financieras ➡️ https://t.co/oa0cSLJZLV
#España #Economía #Mercados https://t.co/NEQVG8Oe0q",inflacion,
30,,702759139,1591068229438349312,2022-11-11 14:00:01+00:00,['1591068229438349312'],1591068229438349312,,"Supeco, la baza de Carrefour para extender su modelo low cost https://t.co/mNoCthGV2W 
#Supeco #supermercados #lowcost #inflacion @CarrefourGroup @CarrefourES #Retail #FoodRetail",inflacion,
31,{'media_keys': ['3_1591068099264102400']},717057578,1591068141702246403,2022-11-11 13:59:40+00:00,['1591068141702246403'],1591068141702246403,,"📣 Resultados de la encuesta de expectativas económicas IMEF en noviembre 2022

➡️ https://t.co/l8HBABZSAW

#PIB #Inflación #Tipodecambio #Economía #IndicadoresEconómicos #Finanzas https://t.co/2z5lIDCRzk",inflacion,
32,{'media_keys': ['3_1591067947329617925']},179659004,1591068094075527168,2022-11-11 13:59:28+00:00,['1591068094075527168'],1591068094075527168,,"👨🏻‍🌾👩🏻‍🌾 #Inflacion | Peones rurales solicitan reapertura de paritarias y bono de fin de año

📌 https://t.co/OvHPyXkMIb https://t.co/FRkFJAdIIp",inflacion,
33,,1545451533780848641,1591068070461804546,2022-11-11 13:59:23+00:00,['1591068070461804546'],1591068070461804546,,"El programa #PreciosJustos  busca garantizar la venta de bienes a un valor con una variación constante  

#Inflación  #PreciosCuidados  #Alimentos  #Limpieza #Higiene 

https://t.co/AFJeepOzVH",inflacion,
34,,397334907,1591067821303549952,2022-11-11 13:58:23+00:00,['1591067821303549952'],1591067821303549952,,"La realidad del país es vergonzosa. La realidad de un gobierno vergonzoso que anuncia un 15,62 % de aumento a los jubilados, pasando a cobrar los de la minima un monto cercano a los $50.000. Preocupados por los que menos tienen?
#Jubilados #Inflación #ElPeorGobiernoDeLaHistoria https://t.co/Mtt9RCzvZV",inflacion,{'place_id': '004b853c78703c20'}
35,"{'media_keys': ['3_1591067748947447809', '3_1591067748951523328', '3_1591067748934762503']}",1348986365824917510,1591067753045454850,2022-11-11 13:58:07+00:00,['1591067753045454850'],1591067753045454850,,"Agradezco a la Asociación Cibao de Ahorros y Préstamos @ACAPdom por invitarme a disertar la conferencia “Entorno Global y Perspectivas de la Economía Dominicana”. 

#MagínDíaz #Macroeconomia #Economia #Inflacion  #RepublicaDominicana #PoliticaMonetaria #Energia https://t.co/zZWIJdteTG",inflacion,
36,,728321946803421185,1591067717209055234,2022-11-11 13:57:59+00:00,['1591067717209055234'],1591067717209055234,,"El programa #PreciosJustos  busca garantizar la venta de bienes a un valor con una variación constante  

#Inflación  #PreciosCuidados  #Alimentos  #Limpieza #Higiene 

https://t.co/p9DIPtxIwe",inflacion,
37,,1545170673286479877,1591067497612169217,2022-11-11 13:57:06+00:00,['1591067497612169217'],1591067497612169217,,"El programa #PreciosJustos  busca garantizar la venta de bienes a un valor con una variación constante  

#Inflación  #PreciosCuidados  #Alimentos  #Limpieza #Higiene 

https://t.co/HX5Z1GbETY",inflacion,
38,,1481770432063754241,1591066862481469440,2022-11-11 13:56:00+00:00,['1591067218389110784'],1591067218389110784,1.4817704320637542e+18,"Sin embargo, las exportaciones de GNL del país están aumentando antes del invierno, cuando se espera que el clima frío estimule la demanda y reduzca la oferta mundial. #Europa #Rusia #EstadosUnidos #Chile #America #Energia #Ucrania #Gas #Crisis #Economia #Inflacion #Tecnologia",inflacion,
39,,4872543532,1591067155545874432,2022-11-11 13:55:45+00:00,['1591067155545874432'],1591067155545874432,,"El programa #PreciosJustos  busca garantizar la venta de bienes a un valor con una variación constante  

#Inflación  #PreciosCuidados  #Alimentos  #Limpieza #Higiene 

https://t.co/xPsrm5PFOe",inflacion,
40,{'media_keys': ['3_1591066915325284353']},1314256209688526848,1591066985085161473,2022-11-11 13:55:04+00:00,['1591066985085161473'],1591066985085161473,,"Última hora | De Guindos alerta de que los mercados ""exageran"" por el dato de #inflación de EEUU 

https://t.co/1GD9eKgf1T https://t.co/sqT8g0T5Oq",inflacion,
41,,728330865235873793,1591066329561407490,2022-11-11 13:52:28+00:00,['1591066329561407490'],1591066329561407490,,"El programa #PreciosJustos  busca garantizar la venta de bienes a un valor con una variación constante  

#Inflación  #PreciosCuidados  #Alimentos  #Limpieza #Higiene 

https://t.co/ZswRV2luwm",inflacion,
42,{'media_keys': ['3_1591066062572904448']},1024672891663736832,1591066050958954497,2022-11-11 13:51:25+00:00,['1591066065890865152'],1591066065890865152,1.0246728916637368e+18,"#Frecuencia de palabras en los textos de #economia de #Infobae del 10.11.2022 📊
1.  #gobierno 83
2.  #dólar 79
3.  #precios 61
4.  #argentina 55
5.  #acuerdo 50
6.  #inflación 47
7.  #presidente 41
8.  #massa 39 https://t.co/vTotEcMeJF",inflacion,
43,,825075204619649024,1591066039185731585,2022-11-11 13:51:18+00:00,['1591066039185731585'],1591066039185731585,,"Las claves de la semana en los #mercados y #bolsas, colaboración con @rintereconomia y @CriadoSusana    
Actualidad: colapso del exchange #FTX, desplome en el mercado #cripto, datos de #inflación, elecciones en #EEUU y atentos a los bancos centrales. https://t.co/Oe8rX8mThv",inflacion,
44,,4175713030,1590772344141725696,2022-11-11 13:48:28+00:00,['1591065322806603776'],1591065322806603776,8565932.0,"@Sabbatella @CFKArgentina #Inflacion.Massa todo HUMO!  130.000 muertos este gob no trajo TODAS LAS VACUNAS y hubo Vacunatorio Vip con las que trajo, organizo fiestas en Olivos mientras nosotros no podíamos ver ni ayudar a seres queridos que estaban enfermos! Hagan algo! Llamen a elecciones anticipadas!",inflacion,
45,,34639484,1591064513582964737,2022-11-11 13:45:15+00:00,['1591064513582964737'],1591064513582964737,,"💰 |#EconomíaDL| Los sindicalistas consideran que el acuerdo debe contemplar un primer aumento de 25 % en el corriente 2022

#DiarioLibre #Salarios #Sindicalistas #AumentoSalarial #Inflación https://t.co/kMq2z88xOn",inflacion,
46,{'media_keys': ['7_1590558233256763394']},1555758427120476163,1591064451179941888,2022-11-11 13:45:00+00:00,['1591064451179941888'],1591064451179941888,,Tendríamos que pensar en un conjunto coordinado de políticas y la política crediticia puede ser una de ellas: Mónica Mimbrera sobre #inflación en nuestro podcast Coyuntura Económica. https://t.co/LUjl8d1xH8,inflacion,
47,,1398690715933327366,1591063632280162305,2022-11-11 13:41:45+00:00,['1591063632280162305'],1591063632280162305,,"#Paritarias #Esquel El #SOEME pretende que el salario de los empleados municipales no pierdan poder adquisitivo, por lo que buscarán que el #aumento del 2022 empate al de la #inflación.
https://t.co/Al4hVRc3xP",inflacion,
48,{'media_keys': ['3_1591062624405528576']},1144260249282666497,1591062627572121601,2022-11-11 13:37:45+00:00,['1591062627572121601'],1591062627572121601,,"Así será el programa Precios Justos, que lanzará el Gobierno Nacional para frenar la inflación | News Digitales

🔴Lee la nota completa acá:
 https://t.co/95uGiZqJQJ #gobiernonacional #inflación #preciosjustos #programa https://t.co/GhG3gm6pdA",inflacion,
49,,104667895,1591061279522713600,2022-11-11 13:32:24+00:00,['1591061279522713600'],1591061279522713600,,"La #inflación podría entrar en el intervalo de variabilidad de la meta en el primer trimestre de 2024. #Economía 

Aquí te compartimos la #columna de #opinión de @allizesalgado . 

https://t.co/ZbCp22aHDs",inflacion,
50,{'media_keys': ['3_1591061166515662849']},62834119,1591061266348806145,2022-11-11 13:32:21+00:00,['1591061266348806145'],1591061266348806145,,"Tras darse a conocer que la #inflación volvió a bajar en Estados Unidos, los mercados accionarios en #WallStreet tuvieron un fuerte rebote. El Dow Jones avanzó 3.7%, el NASDAQ 7.35 y el Standard &amp; Poor 5.54%. La #BolsaMexicana subió 0.96%. https://t.co/hNDf2e6Ye7",inflacion,
51,,326403322,1591060986873749505,2022-11-11 13:31:14+00:00,['1591060986873749505'],1591060986873749505,,"🇬🇹 GUATEMALA 🇬🇹
La inflación interanual ya llegó a 9.7%
https://t.co/fbMj0LTGW3
 #Economía #Inflación",inflacion,
52,,108335504,1591060692626391040,2022-11-11 13:30:04+00:00,['1591060692626391040'],1591060692626391040,,"❓¿Se aproxima una pausa de la Fed?

Aunque el último dato de #inflación estadounidense🇺🇸 es más moderado de lo esperado, las gestores internacionales🌎 piden no dejarse llevar por la narrativa optimista.

#FundsPeoplePerspectivas

https://t.co/MLpXe7fk5Q",inflacion,
53,{'media_keys': ['3_1591021303980490752']},270329897,1591060679762378752,2022-11-11 13:30:01+00:00,['1591060679762378752'],1591060679762378752,,"El #IPC de #EstadosUnidos se aleja de los máximos anuales (+7,7% en octubre), pero tal y como señalan analistas de Bankinter: ""persisten las presiones inflacionistas de demanda"" 👉 https://t.co/IQ69QMAa6d
#Economía #Inflación #Mercados https://t.co/Vv7MAdfUIH",inflacion,
54,{'media_keys': ['7_1591056552999456772']},1087435352153952256,1591060624821608449,2022-11-11 13:29:48+00:00,['1591060624821608449'],1591060624821608449,,"Polémico: Fernanda Raverta afirmó que las jubilaciones le ganan a la inflación

#Política #Raverta #ANSES #Jubilaciones #Inflación #Todos #FrenteDeTodos #Peronismo #PJ #Sociedad https://t.co/EdK3SQ9qSp",inflacion,
55,{'media_keys': ['3_1591048721256648704']},339442471,1591057455626465280,2022-11-11 13:17:12+00:00,['1591057455626465280'],1591057455626465280,,"¡#FelizViernesATodos! Hoy #EnPortadaEF destacamos:

📍Sube Banxico tasa; ven menos duro su mensaje.
📍 #Inflación en #EU desacelera y dispara 'rally' en #WallStreet.
📍#YoSiVoyALaMarcha por el INE será de las 'más numerosas': Creel.

Más noticias: … https://t.co/Y83VN3Wu2F",inflacion,
56,{'media_keys': ['3_1591055891448602625']},443877711,1591057029892050952,2022-11-11 13:15:30+00:00,['1591057029892050952'],1591057029892050952,,"Hoy la canasta básica para los 🇨🇴colombianos es $112.178 más alta que a principios de año.

Parte de los productos consumidos en la canasta básica son importados y el precio se ha visto afectado por la tasa de cambio.

#Inflación de 12.2%, no se veía desde marzo de 1999. https://t.co/lMPNFqUn6Q",inflacion,
57,,1529218394234335232,1591056084185534465,2022-11-11 13:11:45+00:00,['1591056084185534465'],1591056084185534465,,"Economía: La Canasta Navideña viene con un 100% de inflación 
#CanastaNavideña #economía #inflacion #productos
https://t.co/7mBNLdl8Gp",inflacion,
58,,1337395234762878978,1591055150306988035,2022-11-11 13:08:02+00:00,['1591055150306988035'],1591055150306988035,,"El BdE prevé que el PIB no alcanzará niveles prepandémicos antes de 2024
🇪🇸🇪🇸🇪🇸

#BdE #BancodeEspaña #PIB #pandemia #inflación #recesión #previsiones #Economía #baha #noticiasbaha #bahaespanol #Noticias #Actualidad 

Más información 👇👇👇
https://t.co/CNTQVQTvqo",inflacion,
59,,1388187728886521870,1591054770152034304,2022-11-11 13:06:32+00:00,['1591054770152034304'],1591054770152034304,,Los #Salarios pierden casi 5 puntos contra la #Inflación [https://t.co/eOosgmg3la] @INDECArgentina #Indec #Economia,inflacion,
